Name,Price
POM Wonderful 100% Pomegranate Juice,$6.99
Bolthouse Strawberry Banana,$6.99
Remedy Kombucha Ginger Lemon,$5.99
Bolthouse Blue Goodness,$6.99
Well Cold Pressed Juice Greens,$5.99
Remedy Organic Mango Passionfruit Kombucha,$5.99
Bolthouse Daily Greens,$6.99
Bolthouse Strawberry Banana,$9.99
"Bolthouse Juice, 100% Pomegranate",$13.99
Bolthouse Amazing Mango,$6.99
Greenhouse Fiery Ginger,$4.49
Well Elixir Lemon+Ginger+Honey,$3.99
Bolthouse 100% Carrot,$6.99
Remedy Org Kom Rasp Lemn 700Ml,$5.99
Greenhouse Fiery Ginger Juice,$14.99
Bolthouse Mocha Cappuccino,$6.99
Bolthouse Red Goodness,$6.99
Bolthouse Vanilla Chai Tea,$6.99
Remedy Kombucha Wild Berry,$5.99
COVE Organic Raspberry Lemon Kombucha,$3.99
Fresh Orange Juice,$6.00
Well Cold Pressed Juice Be Well,$5.99
Fresh Orange Juice,$15.00
Well Cold Pressed Juice C Well,$5.99
Fresh Orange Juice,$12.00
Bolthouse Green Goodness,$4.99
Bolthouse Strawberry Banana,$4.99
POM Wonderful Pomegranate Juice,$9.99
"Fresh Orange, Spinach, Kale, Celery Juice",$13.00
COVE Blueberry Organic Kombucha,$3.99
Well Refreshed  Apple + Grapefruit + Lemon + Ginger + Cucumber,$5.99
Bolthouse Berry Boost Juice,$4.99
COVE Organic Lime Strawberry Kombucha,$3.99
Remedy Kombucha Lemon Lime & Mint,$5.99
Remedy Peach Kombucha,$5.99
Bolthouse 100% Orange Juice,$6.99
Loop Morning Glory Juice,$8.99
Greenhouse Organic Fiery Ginger,$29.99
Greenhouse Organic Booster Farma-C+,$4.49
"Fresh Apple, Carrot, Beet, Lemon Juice",$7.00
Greenhouse Booster Organic Detox,$4.49
Greenhouse Functional Shake Organic Rococoa,$15.99
Bolthouse 100% Carrot Juice Organic,$8.79
Greenhouse Adaptogenic Mocha Latte Organic,$7.99
"Naked Smoothie, Strawberry Banana Smoothie",$10.99
Greenhouse Organic Booster Inside Job,$4.49
"Fresh Apple, Lemon, Ginger, Turmeric Juice",$7.00
Greenhouse Ginger Beer,$4.99
"Greenhouse Raw, Organic Juice Genius",$7.99
Loop Cold-Pressed Juice Better Together Grapefruit Orange Ginger,$8.99
"Fresh Apple, Blueberry, Cranberry, Mint Juice",$7.00
"Loop Smoothie, Green Vibes",$8.99
"Fresh Apple, Lemon, Ginger, Turmeric Juice",$13.00
Greenhouse Organic Shake Vanilla Almond Brekky,$7.99
Loop Cold-Pressed Juice Magic Sip,$8.99
"Fresh Apple, Carrot, Beet, Lemon Juice",$13.00
"Greenhouse Raw, Organic Juice Gatsby",$7.99
Lavender & Elderflower Infused Lemonade,$6.00
Greenhouse Cold-Pressed Juice Organic Gatsby,$15.99
Greenhouse Collagen Booster Glow Multipack,$14.99
Cold Pressed Lemonade,$6.00
Greenhouse Organic Dairy Free Shake Rococoa,$7.99
Greenhouse Plant-Based Collagen Booster Glow,$4.49
"Naked Smoothie, Green Machine",$10.99
"Greenhouse Raw, Organic Juice Deep Roots",$7.99
"Greenhouse Raw, Organic Juice Wing Man",$7.99
Greenhouse Organic Booster Farma-C+,$14.99
"Fresh Apple, Blueberry, Cranberry, Mint Juice",$13.00
Greenhouse Probiotic Hydrator Blue Lemonade,$4.99
Fresh Mango Pineapple Smoothie,$5.99
Fresh Green Spinach Mango Smoothie,$5.99
Greenhouse Adaptogenic Cafe Latte Organic,$7.99
No Name Salted Butter,$6.49
"Lactantia Fresh Churned Butter, Salted",$5.99
I Can't Believe It's Not Butter! Margarine Spread,$4.29
No Name Unsalted Butter,$6.49
Becel Margarine Original,$9.49
Gay Lea Salted Butter,$8.49
Becel Margarine with Olive Oil,$9.49
Lactantia Unsalted Butter,$5.99
Becel Margarine Original,$5.49
President's Choice Country Churned Unsalted Butter,$7.99
President's Choice Country Churned Salted Butter,$7.99
"Lactantia Butter Sticks, Salted",$8.99
Becel Margarine Vegan,$9.49
Gay Lea Unsalted Butter,$8.49
Becel Margarine with Olive Oil,$5.49
"Lactantia My Country Butter Sticks, Unsalted",$8.99
PC Blue Menu Blue Menu Margarine with Olive Oil,$6.79
Imperial Margarine Club Pack,$8.99
Imperial 55% Vegetable Oil Margarine Non Hydrogenated,$6.99
Gay Lea Spreadables Butter With Canola Oil,$5.99
Lactantia Provencal Garlic Butter,$4.29
Becel Margarine with Avocado Oil,$9.49
Becel Margarine Vegan,$5.49
PC Blue Menu Blue Menu Original Margarine,$6.79
Becel Calorie-Reduced Margarine Light,$9.49
Derlea Garlic Spread,$2.99
Becel Margarine Unsalted Plant-Based Sticks,$5.49
Becel Margarine Salted Plant-Based Sticks,$5.49
Becel Margarine with Avocado Oil,$5.49
Lactantia Butter Sticks Salted with Sea Salt,$8.99
Becel Buttery Taste Margarine,$9.49
"Gay Lea Butter Sticks, Salted",$8.99
President's Choice Plant Based Butter Alternative Salted,$5.99
"PC Organics Organic Fresh Churned Butter, Salted",$5.99
Earth Balance Soy Free Buttery Spread,$6.49
"Becel Plant Butter, Salted",$5.99
"PC Organics Organic Fresh Churned Butter, Unsalted",$5.99
President's Choice Plant Based Butter Alternative Unsalted,$5.99
COUNTRY CROCK Original Spread,$4.49
Gay Lea Spreadables Light Butter With Canola Oil,$5.99
No Name 68% Vegetable Oil Margarine,$6.49
Golden Gate Mirage Margarine,$8.49
Hans Whipped Butter,$6.49
"Lactantia My Country Butter, Unsalted",$8.99
President Premium Unsalted Cultured Butter,$5.49
President Premium Salted Cultured Butter,$5.49
No Name 75% Vegetable Oil Margarine,$3.99
PC Blue Menu Blue Menu Original Margarine,$4.99
Gay Lea Butter Garlic Parsley,$4.29
"Lactantia Lactose Free Butter, Unsalted",$7.49
Vegenaise Organic Dressing and Sandwich Spread,$8.49
Vegenaise Original,$7.49
Gay Lea Butter 84% Sea Salted,$7.99
"Earths Own Dairy-Free Cream Cheese, Plant-Based",$5.99
"Gay Lea Butter, Salted",$5.99
Miyoko's Butter Cultured Vegan,$8.49
PC Blue Menu Blue Menu Calorie Reduced Margarine,$4.99
Violife Creamy Original,$6.99
"Earths Own Dairy-Free Butter, Salted, Plant-Based",$5.99
PC Blue Menu Original Margarine,$12.99
Imperial 55% Vegetable Oil Margarine Non Hydrogenated,$2.79
"Becel Plant Butter with Olive Oil, Salted",$5.99
Woolwich Dairy Goat Milk Sea Salted Butter,$7.49
No Name 68% Vegetable Oil Margarine,$19.99
Woolwich Dairy Goat Milk Unsalted Butter,$7.49
"Melt Organic Spread, Rich & Creamy",$6.49
Becel Margarine Original,$16.99
COUNTRY CROCK Original Spread,$7.29
"Gay Lea Butter Sticks, Unsalted",$8.99
"Becel Plant Butter, Unsalted",$5.99
PC Blue Menu Blue Menu Calorie Reduced Margarine,$6.79
Lactantia Healthy Attitude Omega-3 Margarine,$8.99
Earth Balance Original Buttery Spread,$6.49
Savor Grass Fed Unsalted Butter,$6.99
No Name 75% Vegetable Oil Margarine Squares,$9.49
No Name Margarine,$4.49
Follow Your Heart Soy Free Vegenaise,$9.99
Gay Lea Butter Unsalted Organic,$7.99
Becel Buttery Taste Margarine,$16.99
Gay Lea Grass Fed Salted Butter,$7.99
"Organic Meadow Organic Butter, Unsalted",$9.99
No Name Margarine Spread,$3.99
Prasad Ayurveda Organic Ghee Butter,$14.19
Golden Gate Mirage Margarine,$20.99
Olivina Margarine,$4.79
Earth Balance Organic Whipped Spread,$6.49
Savor Grass Fed Salted Butter,$6.99
"Organic Meadow Organic Butter, Salted",$9.99
Becel Margarine Salt Free,$9.49
Imperial Margarine Quarters,$10.99
Gay Lea Butter Salted Organic,$7.99
"Lactantia Lactose Free Butter, Salted",$7.49
Gay Lea Butter Grass Fed Unsalted,$7.99
"Pillsbury Crescents Original Dough, 8 Pieces",$3.49
Pillsbury Sugar Cookies Pumpkin,$4.49
President's Choice Butter Puff Pastry,$6.49
Pillsbury Ready To Bake! Monsters Shape Sugar Cookie Dough,$4.49
Pillsbury Sugar Cookies Ghost,$4.49
"Pillsbury Country Biscuits, Ready to Bake Dough, 10 ct",$4.79
"Pillsbury Wiener Wraps, Refrigerated Dough, Ready to Bake, 6 ct",$3.49
Pillsbury Crescents - Reduced Fat,$3.49
"Pillsbury Cinnamon Rolls with Icing, Ready to Bake 8 ct",$4.79
"Pillsbury Pie Crusts, Refrigerated Pre-Made Dough",$4.79
"Pillsbury Chocolate Chip Cookie Dough, Ready to Bake, 24 ct",$5.49
"Pillsbury Chocolate Chip Cookie Dough, Ready to Bake",$4.79
No Name Deep Dish Pie Shells,$4.79
"Pillsbury Grands! Cinnamon Rolls with Icing, Cinnabon Cinnamon, 5 ct",$5.49
Pillsbury Chub Chocolate Chunk Cookie,$4.79
President's Choice Phyllo Pastry,$4.49
President's Choice Chocolate Chip Cookie Dough,$4.49
"Pillsbury Pizza Crust, Refrigerated Pre-Made Dough, 1 ct",$4.79
"Pillsbury Grands! Crescents, Croissant Rolls, Ready to Bake, 4 ct",$4.79
Pillsbury Reese Cookie Dough,$5.49
No Name Tart Shells,$7.99
Pillsbury Grands! Cinnamon Rolls Flaky Supreme with Icing,$5.49
Pillsbury Grands! Cinnamon Rolls with Cream Cheese Icing,$5.49
President's Choice Oatmeal Chocolate Chip Cookie Dough,$4.49
Pillsbury Crescents Flaky Rolls,$4.79
Pillsbury Sugar Cookies,$4.79
Pillsbury Grands ready to bake Chocolate Chunk & Chip,$5.49
Pillsbury Flaky Real Apple Turnovers,$4.79
Yummy Doh Raw Cookie Dough Chocolate Chunk,$6.49
Sweet Loren's Gluten Free Cookie Chocolate Chunk,$8.99
President's Choice Gluten Free Pie Crust,$9.49
Yummy Doh Raw Cookie Dough Strawberry Confetti,$6.49
"Sweet Loren's Cookie Dough, Chocolate Chunk",$8.99
Del Monte Peach Chunks In Light Syrup 8 Cups X (1.52 L)  (Case),$19.99
Pillsbury Ready To Bake! Sugar Cookies Snowman,$5.99
Pillsbury Ready To Bake! Sugar Cookies Christmas Tree,$5.99
Pillsbury Ready to Bake Winter Cutout Sugar Cookie Dough,$5.99
Pillsbury Ready to Bake Gingerbread Cookie Dough Chub,$5.99
Pillsbury Cinnamon Toast Crunch Cinnamon Flavoured Cookie Dough,$5.99
Pillsbury Ready to Bake! Winter Sugar Cookies Elf,$5.99
Burnbrae Farms Naturegg Simply Egg Whites,$5.79
"Burnbrae Farms Egg Creations! Whole Eggs, Original",$5.79
Burnbrae Farms Eggs2go! 6 Hard Boiled Peeled Eggs,$5.79
"Burnbrae Farms Naturegg Omega 3 White Eggs, Large",$6.09
No Name Large Grade A Eggs,$3.89
"Burnbrae Farms Naturegg Free Run Eggs, Large",$4.29
No Name Large Size Eggs,$9.69
No Name Grade A Extra Large Eggs,$4.59
Burnbrae Farms Naturegg Free Run Egg Whites,$5.79
President's Choice Free Run Brown Eggs Large,$6.99
Burnbrae Farms Grade A Large Eggs,$7.19
PC Blue Menu Egg Whites,$8.49
PC Organics Free Range Large Brown Eggs,$7.69
No Name Grade A Large Brown Eggs,$6.09
"PC Organics Free-Range Large Brown Eggs, Club Pack (30 Count)",$16.89
"Burnbrae Farms Naturegg Nest Laid White Eggs, Large",$4.99
Burnbrae Farms Naturegg NestlaidOmega 3 Large Size 12 Eggs,$4.99
PC Blue Menu Blue Menu Free Run Large White Eggs 12 Pack,$7.29
PC Organics Extra Large Size Free-Range Brown Eggs,$8.09
President's Choice Extra Large Free Run Brown Eggs,$7.39
PC Blue Menu Free Run Egg Whites,$5.49
"Burnbrae Farms Nature's Best White Eggs, Large",$5.59
"Burnbrae Farms Super Bon-Ee Grade A White Eggs, Super Extra Large",$5.49
"Burnbrae Farms Grade A White Eggs, Large",$3.19
PC Blue Menu Blue Menu Free Run Large Brown Eggs 12 Pack,$7.79
PC Organics Medium Size Free-Range Brown Eggs,$7.69
Rowe Farms Green Valley Eggs Size Large Free Run Brown,$7.09
"PC Blue Menu Free Run Omega-3 Hard-Boiled Peeled Eggs, 3x2 packs",$4.99
JUST Egg Plant Based Egg,$6.99
Green Valley Rowe Farm Free Run XL,$7.19
"Rowe Farms Green Valley Omega 3 Eggs, Large",$6.19
"Burnbrae Farms Naturegg Omega Plus Solar Free Range Eggs, Large",$7.99
"Burnbrae Farms Naturegg Omega Plus White Eggs, Large",$6.99
Green Valley Brown Eggs Free Range Farm Large,$7.89
Burnbrae Farms Naturegg Omega 3 White Eggs,$3.99
Burnbrae Farms Naturegg Free Run Omega 3 Eggs,$7.69
"Crave Scramble Kit, Protein Packed",$4.49
"Crave Scramble Kit, Classic",$4.49
"Crave Scramble Kit, Ultimate",$4.49
PC Organics Organic Free-Range Egg Whites,$5.99
"Burnbrae Farms Egg Creations, Original",$5.79
"Burnbrae Farms Naturegg Solar Free Range Eggs, Large",$7.99
"Burnbrae Farms Naturegg Omega 3 Brown Eggs, Large",$7.09
Natrel Lactose Free 2% Dairy Product (2L),$6.89
Fairlife Lactose Free 2% Partly Skimmed Ultrafiltered Milk,$5.79
Fairlife Chocolate Lactose Free 2% Partly Skimmed Ultrafiltered Milk,$5.79
President's Choice Lactose Free Marble Cheddar,$5.49
Neilson Trutaste Lactose Free 2% Milk,$6.99
IOGO 1% Lactose Free Strawberry-Banana Drinkable Yogurt,$4.99
Natrel Lactose Free 1% Dairy Product (2L),$6.89
Fairlife Lactose Free Skim Ultrafiltered Milk,$5.79
Fairlife Lactose Free 1% Partly Skimmed Ultrafiltered Milk,$5.79
Fairlife Lactose Free Whole Ultrafiltered Milk,$5.79
President's Choice Lactose Free Pizza Mozzarella Shredded Cheese,$5.49
President's Choice Lactose Free Triple Cheddar Shredded Cheese Blend,$5.49
President's Choice Lactose Free 14% M.F. Sour Cream,$4.29
Neilson Trutaste Lactose Free 1% Milk,$6.99
President's Choice Lactose Free Old Yellow Cheddar Cheese,$5.49
"Activia Yogurt With Probiotics Lactose-Free, Vanilla Flavour",$3.99
"Activia Yogurt With Probiotics Lactose Free, Vanilla, Strawberry, Raspberry, Cherry Flavour",$7.49
Black Diamond Cheestrings Marble Lactose Free,$5.49
"Activia Yogurt With Probiotics Lactose Free, Strawberry, Blueberry, Peach, Mango Flavour, 12XG",$7.49
IOGO Nanö 1% Lactose Free Apple-Grape Drinkable Yogurt,$4.99
President's Choice Lactose Free 2% M.F. Cottage Cheese,$5.49
President's Choice Naturally Lactose-Free Swiss Cheese,$5.49
Natrel Lactose Free Homogenized Milk,$6.99
President's Choice Lactose Free Plain Cream Cheese,$4.29
Neilson TruTaste Lactose Free 2% Milk,$10.79
Neilson Trutaste Lactose Free Cream Half & Half 10% M.F.,$4.99
Natrel Lactose Free Fat Free Skim 0% Dairy Product (2L),$6.89
Liberte Greek Lactose Free Vanilla 0% MF Yogurt,$7.49
President's Choice Lactose Free Old White Cheddar Cheese,$5.49
Gay Lea Lactose Free Sour Cream,$4.29
"Tre Stelle Tre Stelle Creamy Cheese Spread, Lactose Free",$4.99
Neilson Trutaste No Lactose 3.25% Milk,$7.09
President's Choice Lactose Free Plain 2%  M.F. Yogurt,$3.79
Natrel 10% Lactose Free Coffee Cream (1L),$5.99
Neilson Trutaste Lactose Free Skim Milk,$6.99
"IOGO Lactose Free Yogurt, Vanilla 1.5%",$4.79
Neilson Trutaste Lactose Free 1% Milk,$10.79
Neilson Trutaste Lactose Free 2% Milk,$4.59
Neilson Trutaste Homogenized Milk Lactose Free 3.25% M.F.,$10.99
Gay Lea Lactose Free Cottage Cheese,$5.49
Neilson Trutaste Chocolate Partly Skimmed Milk 1% M.F.,$7.29
Neilson Trutaste Lactose Free Skim Milk,$4.59
Neilson TruTaste Milk 1% M.F. Lactose Free,$4.59
Neilson Ultrafiltered Skim Milk 0% M.F.,$4.49
"Neilson Milk, Ultrafiltered Partly Skimmed 2% M.F.",$4.49
Neilson Chocolate Dairy Beverage 2% M.F.,$4.49
Neilson Ultrafiltered Milk 3.25% M.F.,$4.49
"Philadelphia Original Cream Cheese, Lactose Free",$6.49
"Activia Immune System, Raspberry Probiotic Yogurt Drink. Lactose Free, 8 Pack",$8.49
Philadelphia Original Cream Cheese,$6.49
Neilson Partly Skimmed Milk 2% MF,$5.89
Neilson Half and Half Cream,$4.99
Neilson Trutaste Partially Skimmed Milk 2 percent MF,$6.99
Neilson Partly Skimmed Milk 1% MF,$5.89
Neilson Homogenized Milk 3.25%,$6.89
"Gay Lea Real Whipped Cream, Regular",$4.99
"Neilson True Taste, 2% Milk",$5.69
Neilson Whipping Cream,$4.89
Neilson TruTaste 1% Milk,$6.99
"Silk Almond For Coffee, Vanilla Flavour, Plant Based Dairy Free Coffee Creamer",$5.49
Neilson Trutaste Light Cream,$4.99
Neilson TruTaste 1% Milk,$5.69
"International Delight French Vanilla Flavoured Coffee Creamer, 63 Servings",$7.49
Neilson 2% Milk,$3.49
Neilson 2% Milk,$5.19
"Silk Oat For Coffee, Vanilla, Plant Based, Dairy Free Coffee Creamer",$5.49
"Silk Peppermint Mocha Flavoured Almond Coffee Creamer, Limited Edition",$2.99
Neilson Skim Milk,$5.89
"Silk For Coffee, Hazelnut Flavour, Dairy Free Coffee Creamer",$2.99
Neilson Table Cream,$7.19
"International Delight Hazelnut Flavoured Coffee Creamer, 63 Servings",$7.49
"International Delight Peppermint Mocha Coffee Enhancer, Limited Edition",$7.49
"Neilson Flavoured Milk, Chocolate",$2.89
Neilson Half and Half Cream,$3.79
Organic Meadow 10% Half & Half Organic Cream,$3.99
"Earths Own Oat Coffee Creamer, Salted Caramel",$4.99
"Silk Dairy-Free Whipping Cream Alternative, Coconut based",$5.49
PC Organics Organic Fresh Skim Milk,$7.09
"Silk Almond For Coffee, Vanilla, Plant Based, Dairy Free Coffee Creamer",$2.99
President's Choice Rich & Creamy Egg Nog Original,$3.79
"Neilson Flavoured Milk, Strawberry",$3.59
Neilson 2% Milk,$2.09
Gay Lea Whipped Topping,$6.49
Nestlé Coffee Mate Liquid Creamer Caramel Macchiato,$6.99
Neilson TruTaste Homogenized Milk,$6.19
Neilson Buttermilk,$4.49
Woolwich Homogenized Goat Milk 3.25%MF,$4.99
"Neilson Flavoured Milk, Chocolate",$2.59
"International Delight French Vanilla Flavoured Fat Free Coffee Creamer, 63 Servings",$7.49
Neilson Strawberry Milkshake,$2.79
Neilson Chocolate Milk,$2.09
"Gay Lea Real Whipped Cream, Light",$4.99
Neilson 2% Milk,$2.69
Starbucks Almond And Oat Non Dairy Pumpkin Spice Latte Coffee Enhancer,$7.69
Liberte Goat Milk 1% M.F,$4.99
Neilson Table Cream,$3.29
Neilson Whipping Cream,$3.59
Neilson Eggnog,$3.09
Organic Meadow Yogourt Organic Whole Milk Blueberry 3.25% M.F.,$5.99
Lactantia 1% M.F. Partly Skimmed Milk,$5.89
Lactantia 2% M.F. Partly Skimmed Milk,$5.89
Lactantia Ultrapūr Dairy Product 3.25% M.F.,$5.69
Milk 2 Go Partly Skimmed Milk 2% M.F.,$5.99
Nestlé Coffee Mate Liquid French Vanilla,$6.99
Neilson French Vanilla Milkshake,$2.79
Neilson Original Chocolate Milkshake,$2.79
Neilson 1% Partly Skimmed Milk,$5.19
"Milk 2 Go Sport, Vanilla",$2.59
Milk 2 Go Chocolate Partly Skimmed Milk 1% M.F. 6 x,$5.99
"International Delight Zero Sugar Peppermint Mocha Coffee Enhancer, Limited Edition",$7.49
The A2 Milk Company 3.25% M.F. Homogenized Milk,$6.69
Neilson TruTaste Skim Milk,$6.99
"Tim Hortons Coffee Creamer, Double Double",$6.99
Milk 2 Go Vanilla Flavour,$2.79
Nestlé Coffee Crisp Milkshake,$3.15
"Organic Meadow Whipping Cream, 35%",$7.99
PC Organics Organic Homogenized Milk,$4.69
"Organic Meadow Organic Yogurt, Strawberry",$5.99
Baileys Original Irish Cream,$4.39
Lactantia Partly Skimmed Milk Lactose Free 1% M.F.,$6.29
PC Organics Organic 2% Milk,$4.69
Rolling Meadow Grass Fed 3.8% Milk,$7.49
Kawartha Egg Nog,$3.99
Neilson 1% Buttermilk,$5.69
PC Organics Organic Skim Milk,$10.69
Nestlé Rolo Milkshake,$3.15
"Silk Half & Half Dairy-Free Coffee Creamer, Oat & Coconut,",$5.49
Liberte 3.25% Goat Milk,$12.49
Lactantia Homogenized Milk Lactose Free 3.25% M.F.,$6.59
"President's Choice Rich & Creamy Egg Nog, Candy Cane",$3.79
Nestlé Nesquik Milkshake,$3.15
Tim Hortons Café Mocha Coffee & Hot Chocolate Mix Instant Coffee Mix With Natural Flavours,$6.49
Lactantia 3.25% M.F. Homogenized Milk,$6.39
Nestlé Coffee Mate Double Double-Mate Liquid Coffee Enhancer Value Size,$9.99
Califia Farms Barista Blend,$6.49
Starbucks Caramel Macchiato Liquid Coffee Enhancer,$7.69
Neilson Homogenized Milk,$5.29
The A2 Milk Company 1% M.F. Partly Skimmed Milk,$6.69
Neilson TruTaste 1% Milk,$4.19
"Neilson Chocolate Milk, 25% Less Sugar",$3.59
Starbucks Almond And Oat Dairy Free Hazelnut Latte Coffee Enhancer,$7.69
"Neilson Flavoured Milk, Chocolate",$5.99
Neilson 1% Milk,$3.49
Neilson Homogenized Milk 3.25%,$2.89
Nestlé Coffee Mate Liquid Hazelnut,$6.99
"Neilson Homogenized Milk Microfiltered, 3.25% M.F.",$3.79
No Name Light Coffee Whitener,$5.49
Baileys French Vanilla,$4.39
President's Choice The World’s Best Egg Nog,$3.29
"Liberte Goat Milk, 2%",$4.99
PC Organics Organic Homogenized Milk,$10.69
Lactantia Whole Milk Organic 3.8% M.F.,$6.29
Neilson Half & Half Cream,$2.59
Liberte Goat Milk 2%MF,$12.49
Natrel Natrel Plus 2% Lactose Free Enriched Milk,$7.39
Nestlé Coffee Mate Coffee Enhancer Hazelnut Value Size,$9.99
"International Delight Maple Latte Flavoured Coffee Creamer, 63 Servings",$7.49
Nestlé COFFEE-MATE Original Powder,$7.99
Milk 2 Go Chocolate,$2.79
"Milk 2 Go Sport, Chocolate",$2.59
Neilson TruTaste Skim Milk,$5.69
Starbucks Almond And Oat Dairy Free Caramel Macchiato Coffee Enhancer,$7.69
"Neilson Cream, 18%",$4.79
Gay Lea Real Coconut Whipped Cream,$4.99
Neilson Whipping Cream 35 percent MF,$8.99
Neilson Skim Milk,$5.19
Woolwich Partially Skimmed Goat Milk 2%,$4.99
"Nestlé Coffee-Mate, Original",$15.99
Lactantia Partly Skimmed Milk Lactose Free 2% M.F.,$6.29
Organic Meadow Whole Milk Grass Fed Organic 3.8 % M.F.,$4.99
"Silk Soy For Coffee, Original Coffee Creamer",$5.49
"Earths Own Oat Coffee Creamer, French Vanilla",$4.99
PC Organics Organic Homogenized Milk,$7.29
"Silk Dairy Free Almond Coffee Creamer, Unsweetened Vanilla Coffee Whitener",$2.99
Woolwich Homogenized Goat Milk 3.25%MF,$12.49
PC Organics Organic Partly Skimmed 2% Milk,$7.09
Natrel 3.25% Lactose Free Enriched Milk,$7.39
UCC Coffee Original Blend With Milk,$1.99
"International Delight Caramel Macchiato Coffee Creamer,",$7.49
International Delight Classic Hazelnut Coffee Creamer,$9.49
Nestlé Coffee Mate Liquid French Vanilla Value Size,$9.99
Lactantia Chocolate Milk,$5.69
Starbucks Hazelnut Mocha Macchiato Coffee Enhancer,$7.69
Lactantia Dairy Product 2% M.F.,$5.69
"Milk 2 Go Milk, Chocolate Partly Skimmed 1 % M.F.",$2.29
Neilson TruTaste 2% Milk,$4.19
Natrel Fine-filtered 10% Half & Half Cream,$5.29
Nestlé Coffee Mate Double Double-Mate Liquid Coffee Enhancer,$6.99
Natrel Natrel Plus 2% Lactose Free Vanilla Enriched Milk,$7.39
Milk 2 Go Strawberry,$2.79
Starbucks Cinnamon Dolce Latte,$7.69
"Neilson Flavoured Milk, Chocolate",$3.59
Neilson Trutaste Homogenized Milk,$7.59
President's Choice Rich & Creamy Egg Nog Chocolate,$3.79
"Earths Own Oat Coffee Creamer, Original, Plant-Based, Dairy-Free",$4.99
Organic Meadow Chocolate Milk Partly Skimmed Grass Fed Organic 2 % M.F.,$4.99
Neilson Trutaste Skim Milk,$4.19
Woolwich Partially Skimmed Goat Milk 2%,$12.49
Rolling Meadow Grass Fed 10% Cream,$4.29
Starbucks Pumpkin Spice Latte Liquid Coffee Enhancer,$7.69
